MemberNo,CaseNo,Fxa,Fya,Fza,Mxa,Mya,Mza,Fxb,Fyb,Fzb,Mxb,Myb,Mzb,mp
210,7,1817.4,0.14445,0,0,0,-4.0838,-1817.4,-0.14445,0,0,0,4.3727,20
211,7,1824.7,-0.067514,0,0,0,-4.3175,-1824.7,0.067514,0,0,0,4.1825,20
212,7,1795.8,-0.33245,0,0,0,-4.524,-1795.8,0.33245,0,0,0,3.8591,20
213,7,1729.5,-0.57083,0,0,0,-4.6105,-1729.5,0.57083,0,0,0,3.4688,20
214,7,1625.9,-0.82139,0,0,0,-4.6286,-1625.9,0.82139,0,0,0,2.9858,20
215,7,1484.9,-1.0628,0,0,0,-4.5541,-1484.9,1.0628,0,0,0,2.4284,20
216,7,1306.5,-1.3145,0,0,0,-4.4055,-1306.5,1.3145,0,0,0,1.7764,20
217,7,1090.7,-1.5474,0,0,0,-4.1617,-1090.7,1.5474,0,0,0,1.0669,20
218,7,837.7,-1.8298,0,0,0,-3.8598,-837.7,1.8298,0,0,0,0.20023,20
219,7,546.89,-1.983,0,0,0,-3.4184,-546.89,1.983,0,0,0,-0.54767,20
220,7,220.46,-2.3454,0,0,0,-2.9462,-220.46,2.3454,0,0,0,-1.7446,20
401,7,-378.04,-1.4145,0,0,0,-1.7151,378.04,1.4145,0,0,0,-1.4478,40
402,7,374.37,-1.3329,0,0,0,-1.4632,-374.37,1.3329,0,0,0,-1.5172,40
403,7,-335.44,-1.597,0,0,0,-1.8814,335.44,1.597,0,0,0,-1.6894,40
404,7,337.15,-1.4641,0,0,0,-1.805,-337.15,1.4641,0,0,0,-1.4689,40
405,7,-297.89,-1.3388,0,0,0,-1.6757,297.89,1.3388,0,0,0,-1.318,40
406,7,297.81,-1.2356,0,0,0,-1.5828,-297.81,1.2356,0,0,0,-1.18,40
407,7,-258.64,-1.1894,0,0,0,-1.5633,258.64,1.1894,0,0,0,-1.0961,40
408,7,258.85,-1.0776,0,0,0,-1.4653,-258.85,1.0776,0,0,0,-0.9442,40
409,7,-219.73,-1.0133,0,0,0,-1.4161,219.73,1.0133,0,0,0,-0.84983,40
410,7,219.99,-0.90576,0,0,0,-1.3175,-219.99,0.90576,0,0,0,-0.7078,40
411,7,-180.75,-0.84366,0,0,0,-1.2681,180.75,0.84366,0,0,0,-0.61833,40
412,7,180.88,-0.73685,0,0,0,-1.1668,-180.88,0.73685,0,0,0,-0.48087,40
413,7,-141.79,-0.67248,0,0,0,-1.1107,141.79,0.67248,0,0,0,-0.39301,40
414,7,142.08,-0.56706,0,0,0,-1.0071,-142.08,0.56706,0,0,0,-0.26088,40
415,7,-102.82,-0.50166,0,0,0,-0.94608,102.82,0.50166,0,0,0,-0.17564,40
416,7,102.94,-0.39787,0,0,0,-0.84039,-102.94,0.39787,0,0,0,-0.049258,40
417,7,-63.858,-0.33074,0,0,0,-0.77364,63.858,0.33074,0,0,0,0.034062,40
418,7,64.159,-0.22789,0,0,0,-0.66522,-64.159,0.22789,0,0,0,0.15564,40
419,7,-24.895,-0.15993,0,0,0,-0.5935,24.895,0.15993,0,0,0,0.23588,40
420,7,25.002,-0.059696,0,0,0,-0.48408,-25.002,0.059696,0,0,0,0.3506,40
421,7,14.094,0.011538,0,0,0,-0.40582,-14.094,-0.011538,0,0,0,0.43162,40
422,7,-13.795,0.11496,0,0,0,-0.28903,13.795,-0.11496,0,0,0,0.5461,40
423,7,55.499,0.18821,0,0,0,-0.2046,-55.499,-0.18821,0,0,0,0.62542,40
424,7,-55.353,0.29437,0,0,0,-0.080639,55.353,-0.29437,0,0,0,0.73887,40
425,7,96.915,0.37079,0,0,0,0.012476,-96.915,-0.37079,0,0,0,0.81666,40
426,7,-96.604,0.47488,0,0,0,0.13812,96.604,-0.47488,0,0,0,0.92373,40
427,7,138.33,0.5522,0,0,0,0.23607,-138.33,-0.5522,0,0,0,0.99866,40
428,7,-138.19,0.65479,0,0,0,0.36419,138.19,-0.65479,0,0,0,1.1,40
429,7,179.75,0.73389,0,0,0,0.46828,-179.75,-0.73389,0,0,0,1.1728,40
430,7,-179.45,0.83548,0,0,0,0.59936,179.45,-0.83548,0,0,0,1.2688,40
431,7,221.16,0.9151,0,0,0,0.70829,-221.16,-0.9151,0,0,0,1.3379,40
432,7,-221.02,1.0142,0,0,0,0.84051,221.02,-1.0142,0,0,0,1.4274,40
433,7,262.61,1.0989,0,0,0,0.95791,-262.61,-1.0989,0,0,0,1.4993,40
434,7,-262.26,1.2,0,0,0,1.0979,262.26,-1.2,0,0,0,1.5854,40
435,7,303.91,1.2687,0,0,0,1.2075,-303.91,-1.2687,0,0,0,1.6293,40
436,7,-304.06,1.3573,0,0,0,1.3289,304.06,-1.3573,0,0,0,1.7061,40
437,7,345.8,1.5119,0,0,0,1.5121,-345.8,-1.5119,0,0,0,1.8686,40
438,7,-343.93,1.6306,0,0,0,1.7189,343.93,-1.6306,0,0,0,1.9273,40
439,7,385.3,1.3787,0,0,0,1.5666,-385.3,-1.3787,0,0,0,1.5162,40
440,7,-389.11,1.4321,0,0,0,1.4577,389.11,-1.4321,0,0,0,1.7446,40
